date,#,#1stinthesouth,#2016,#28for28,#aapi4bernie,#actonclimate,#akcaucus,#aloha,#altonsterling,#americatog,#americatogether,#anonymous,#apologizeforwhat,#arizonaelectionfraud,#arizonaprimary,#arturocarmona,#atl,#az,#azprimary,#be,#bern4million,#bernerphone,#bernexit,#berni,#bernie,#bernie2016,#bernieattheborder,#bernieatthevatican,#bernieblackout,#berniebus,#bernieinal,#bernieinaustin,#bernieinbrooklyn,#bernieindavenport,#bernieindavis,#bernieindenver,#bernieineastla,#bernieinfargo,#bernieinhanover,#bernieinia,#bernieinil,#bernieinks,#bernieinla,#bernieinma,#bernieinmn,#bernieinnd,#bernieinne,#bernieinny,#bernieinoakland,#bernieinpaloalto,#bernieinpdx,#bernieinphilly,#bernieinpo,#bernieinpr,#bernieinprospectpark,#bernieinreno,#bernieinsacramento,#bernieinsandiego,#bernieinsc,#bernieinseattle,#bernieinthebro,#bernieinthebronx,#bernieintheie,#bernieinvegas,#bernielostme,#bernielovewave,#berniemademewhite,#bernieonsnl,#bernieorbust,#bernieroseparade,#berniesanders,#berniesandersforsc,#berniestrong,#bernietakesnevada,#bernietoday,#bernietrumpdebate,#bestmemoriesof2015,#bettercandidatethanhillary,#birdiesanders,#blackforummn,#blacklivesmatter,#blessup,#blm,#blmtrutherproject,#br,#brea,#break,#breakemup,#breaking,#brexit,#bridgetobernie,#brooklyn,#brownsville,#bts,#bythe,#bythepeople,#ca,#caforbernie,#california,#cannes2016,#caprimary,#captainamericacivilwar,#cau,#caucusforbernie,#cciaction4bernie,#centesimusannus,#chicago,#chickentr,#chickentrump,#chilcot,#climateprimary,#cnn,#cnnelection,#cnnsotu,#coachella2016,#collegetuitionsohigh,#colonelsanders,#cometogether,#coneyisland,#copolitics,#crazybernie,#crazyis,#crookedhillary,#cruz2016,#ctprimary,#de,#deba,#debate,#debatewithbernie,#decis,#decision2016,#defendthegibill,#dem,#demd,#demde,#demdeb,#demdebate,#demexit,#demforum,#democracysp,#democracyspring,#democraticwhores,#demplatform,#demsinphilly,#demt,#demtownhall,#denver,#derayhasbeenreleasedparty,#disarmhate,#dnc,#dncplatform,#dotherightthing,#dropoutbernie,#dropouthillary,#earthday,#electionfraud,#equalpaycantw,#equalpaycantwait,#equalpayday,#ericgarner's,#everypicturetellsastory,#executiveaction,#familiesfirst,#familyvaluesin5words,#fbiprimary,#fee,#feelt,#feelthebern,#feelthebird,#feelthemath,#fightfor,#fightfor15,#fightforfamil,#finalfive,#firstinthesouth,#fitn,#fl,#flin,#flint,#flintdebate,#flintwatercrisis,#florida,#fmla23,#forgethillarydebatecruz,#forthepeople,#fox5atl,#fracking,#freejeanettejing,#ftn,#fuelthebern,#game7,#getmillennialstovotein5words,#goodbyednc,#gop,#gopd,#gopdebate,#goptownhall,#gotc,#gotvforbernie,#greta,#guccifer2,#halseyonbillboard,#handsoffmybc,#handsup,#hannity,#happy4thofjuly,#happyholidays,#happynewyear,#hawaii,#hawaiicaucus,#hicaucus,#hillary,#hillary2016,#hillaryclinton,#hillarylostme,#hillarysoprogressive,#hillarysoqualifed,#hillarysoqualified,#historybyhillary,#hiv,#iacaucus,#iambernie,#iamnotherfirewall,#icaucused,#idcaucus,#ilprimary,#immigration,#imsoestablishment,#imsosick,#imwithe,#imwithher,#imwithhim,#indiana,#indianaprimary,#inners,#inprimary,#interna,#internationalwomensday,#iowa,#iowacaucus,#iowatoday,#itrusthillary,#ivoted,#kansascaucus,#keepi,#keepitin,#keepitintheground,#kentuckyprimary,#kscaucus,#kyprimary,#latinos,#lavillita,#likely2016headlines,#littlevillage,#lovetrum,#lssc,#maddow,#maga,#mainecaucus,#makehistory,#mapoli,#marchforbernie,#mayday,#mdprimary,#mecaucus,#medicareforall,#melaniatrump,#memorialday2016,#merrychristmas,#michigan,#michiganprimary,#millennials,#millennialsforbernie,#millennialsforhillary,#miprimary,#mlk,#mlkday,#morehouse,#moretrustedthanhillary,#morningjoe,#moveon,#msnbc,#mtp,#muhammadali,#naleoconf16,#nebraska,#nebraskacaucus,#nerdprom,#nevada,#nevadacaucus,#nevadaconvention,#neverhillary,#nevertrump,#newday,#newhampshire,#newhampshireprimary,#newyearseve,#newyork,#newyorkforbernie,#newyorkprimary,#nh,#nhdems2016,#nhpolitics,#nhprimary,#nhpsc,#nightlyshow,#njforbernie,#njprimary,#nmprimary,#nobillnobreak,#notameeting,#notforsale,#nothereforboys,#notmeus,#nottoolateto,#nurses4bernie,#nv,#nvcaucus,#nvdemconvention,#nvdemscaucus,#nvdemsconvention,#nvforbernie,#ny19,#nyc,#nyprimary,#oakland,#occupycnn,#ofthepeople,#ohioprimary,#ohprimary,#oregon,#oregonprimary,#orprimary,#oscars,#ourrevolution,#panamapapers,#paprimary,#pbsdebate,#peoplearetiredof,#peoplebeforepolluters,#philandocastile,#phillyfyi,#planetbernie,#politicalrevolution,#poordontvotebs,#pp,#ppl1stsummit,#pplsummit,#prayforsyria,#primarias2016,#primaryday,#progres,#prospectpark,#prprimary,#puertorico,#puertoricoprimary,#realdeal,#realtalk,#realtime,#releasethereturns,#releasethet,#releasethetranscripts,#resignrahm,#retiredws,#revolt2vote,#revolution,#riggedforhillary,#riggedsystem,#rightto,#righttoco,#righttoconnect,#riprimary,#rncincle,#roe43,#roseparade,#runb,#sanders2016,#sandersonaplane,#sandersoncnn,#sandersonhardball,#sandersstein2016,#sanderstrumpdebate,#sandrabland,#savetheearthin4words,#sayhername,#scforbernie,#scprimary,#seattle,#seeyouinphilly,#sellout,#seniorsdecide,#sf,#shepardfairey,#signsyoureaberniesupporter,#sixwordberniestory,#snl,#sotu,#standtogether,#standup2vz,#standupforpuertorico,#standwithpp,#stillbernie,#stillsanders,#stillsandersmarch,#stopt,#stopthesham,#stoptpp,#stoptppnow,#strengthinnumbers,#strongertogether,#su,#sup,#supermo,#supermonday,#supersaturday,#supertuesday,#takenybyphone,#tamirrice,#taxday,#taxseason,#tbt,#teamsecondwave,#thisweek,#tonedownforwhat,#tonightly,#tpp,#trump,#trump2016,#trumprally,#trumprallychi,#trumptrain,#tulsa,#tytlive,#unidosconbernie,#uniteblue,#unitedagai,#univisiondebate,#ut,#utahcaucus,#utpol,#vatican,#verizonstrike,#viewthebern,#vot,#voteberniesanders,#votersuppression,#votetogeth,#votetogether,#vtpoli,#wacaucus,#wademcon,#wallstreet,#washingtonsquarepark,#wearebernie,#wearjustice,#wednesdaywisdom,#wedreambig,#weendorsebernie,#westerntuesday,#westvirginiaprimary,#wewontlethimwin,#whattheydontwantustoknow,#whcd,#whichhillary,#whichhillarycensored,#willingtofight,#wiprimary,#wisconsin,#wisconsinprimary,#writeinbernie,#wvprimary,#wycaucus,#wyoming,#wyomingcaucus,#youhadusat
2016-01-02,1140.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,1319.0,,,,,,,,,,,,,,,,,,3948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-03,301.0,,,,,,,,,,,,,,,,,,,,,,,,508.0,1667.0,,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3066.0,,,,,,,,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,247.0,899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,,,,,,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485.0,,,,,,,,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.0,,381.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,663.0,,,,,,,,,,,,,,,,,,,,,,,,,1282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,,421.0,3536.0,885.0,10438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,820.0,1095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,,448.0,,,,,464.0,,2321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,304.0,1103.0,,,,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,,,,,,,,,,244.0,,,,,,,2133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,634.0,,,2578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,302.0,1303.0,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,,,257.0,,,,,,,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,1471.0,,,,,,,,,,,,,,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0,,,,,4446.0,,,,,,,,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,1347.0,,,,,,,,,,,,,,643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,761.0,,,,,,,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,5473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,978.0,,,,,,,,,,,,,,,,,,,,,,,,,1941.0,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,6885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,1987.0,,,,,,,,,,,,,,,,,,,,,,,4162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3155.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,,,,,,,,,,,,,,3457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,418.0,,,,,,,,,,,,,,,,,,,,,,,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.0,,,,,,,,,,,,,,,,,,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,,,,,,968.0,,,,,,,,1598.0,,,,,,,,,,,,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6545.0,,,,,,,,583.0,,,,,,,,,,,,,,,,,,,4250.0,10450.0,,,,,,,,,,,,,,,,,,,,,,,,,426.0,,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,,,,,,242.0,,,,,,,,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.0,5363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,183.0,,,,,,,,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,1255.0,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020.0,,,,,,,,,,,281.0,,548.0,,,,,,,,,,,,,,,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-17,6424.0,,,,,,,,,,,,,,,,,,,,,,,,,3742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609.0,,,18943.0,,,,,4660.0,,,78574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0,12230.0,,,,1809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,1379.0,,,,,4740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3322.0,,,,,1118.0,,,18127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7292.0,,,,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.0,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,295.0,,,,,,,,,,,,,,,,,,,,,,,,198.0,1120.0,,,,,1582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,,,1328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,678.0,,,,,,,,,,,,,,,,,,,,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434.0,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.0,,,,,,,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,379.0,,,,,,,,,,,,,,,,,,,,1508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098.0,,,,,,,,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
